Product ID,Product Name,Brand,Category,Skin Type,Main Ingredients,Rating,Price ($)
P4919,Avoskin Pm Essence,Avoskin,Essence,Combination,Centella Asiatica,1.5,71.88
P4920,Somethinc Political Toner,Somethinc,Toner,Combination,Peptides,1.2,21.63
P4921,Laneige Attorney Cleanser,Laneige,Cleanser,Sensitive,Green Tea,3.1,94.43
P4922,Cetaphil Decide Toner,Cetaphil,Toner,Oily,Vitamin C,3.8,38.76
P4923,Innisfree Interview Sunscreen,Innisfree,Sunscreen,Dry,Peptides,1.8,28.24
P4924,Emina Usually Toner,Emina,Toner,Normal,Peptides,4.1,93.35
P4925,Cetaphil Size Toner,Cetaphil,Toner,Oily,AHA BHA,2.6,10.06
P4926,Avoskin Entire Essence,Avoskin,Essence,Combination,Centella Asiatica,2.1,31.0
P4927,Wardah Office Mask,Wardah,Mask,Dry,Salicylic Acid,4.6,50.57
P4928,Somethinc Develop Toner,Somethinc,Toner,Sensitive,Ceramide,2.3,19.22
P4929,Somethinc Middle Sunscreen,Somethinc,Sunscreen,Oily,Salicylic Acid,3.8,67.69
P4930,Laneige Computer Toner,Laneige,Toner,Sensitive,Hyaluronic Acid,3.0,50.03
P4931,Skintific Design Sunscreen,Skintific,Sunscreen,Normal,Vitamin C,1.8,75.81
P4932,Wardah Risk Toner,Wardah,Toner,Normal,Peptides,1.2,67.69
P4933,Cetaphil Reason Toner,Cetaphil,Toner,Sensitive,Hyaluronic Acid,2.4,35.12
P4934,Cetaphil Place Essence,Cetaphil,Essence,Oily,Peptides,3.6,9.7
P4935,Cetaphil Get Moisturizer,Cetaphil,Moisturizer,Sensitive,Vitamin C,2.9,52.055
P4936,Innisfree Cut Essence,Innisfree,Essence,Dry,Retinol,3.2,25.6
P4937,Somethinc Price Cleanser,Somethinc,Cleanser,Sensitive,Peptides,3.9,61.52
P4938,Somethinc Adult Moisturizer,Somethinc,Moisturizer,Oily,Centella Asiatica,3.3,52.055
P4939,Wardah Fly Serum,Wardah,Serum,Oily,Hyaluronic Acid,3.0,33.03
P4940,Somethinc Course Cleanser,Somethinc,Cleanser,Normal,Retinol,4.1,69.9
P4941,The Ordinary Value Essence,The Ordinary,Essence,Combination,Ceramide,2.1,39.07
P4942,Wardah Describe Moisturizer,Wardah,Moisturizer,Normal,Vitamin C,1.4,92.54
P4943,Cetaphil Skin Mask,Cetaphil,Mask,Sensitive,AHA BHA,3.0,11.4
P4944,Wardah Good Essence,Wardah,Essence,Normal,Vitamin C,2.1,36.25
P4945,Innisfree Ten Moisturizer,Innisfree,Moisturizer,Combination,AHA BHA,1.8,87.12
P4946,The Ordinary Purpose Essence,The Ordinary,Essence,Sensitive,AHA BHA,4.1,60.17
P4947,Laneige Among Cleanser,Laneige,Cleanser,Dry,Peptides,2.0,77.66
P4948,Somethinc Hold Essence,Somethinc,Essence,Sensitive,AHA BHA,1.3,19.27
P4949,Skintific All Moisturizer,Skintific,Moisturizer,Normal,Ceramide,3.1,24.67
P4950,Somethinc Daughter Serum,Somethinc,Serum,Oily,Peptides,3.1,48.53
P4951,Laneige Save Toner,Laneige,Toner,Combination,Vitamin C,1.8,65.27
P4952,Cetaphil Former Sunscreen,Cetaphil,Sunscreen,Oily,Green Tea,1.8,88.64
P4953,Emina Program Mask,Emina,Mask,Combination,Ceramide,2.4,30.24
P4954,Skintific Matter Sunscreen,Skintific,Sunscreen,Oily,Ceramide,1.3,57.78
P4955,Avoskin Think Toner,Avoskin,Toner,Normal,Green Tea,3.3,26.11
P4956,Laneige We Moisturizer,Laneige,Moisturizer,Oily,Green Tea,4.1,13.68
P4957,Avoskin Short Serum,Avoskin,Serum,Sensitive,Vitamin C,3.2,22.54
P4958,Wardah Serious Moisturizer,Wardah,Moisturizer,Combination,Vitamin C,1.8,93.2
P4959,Wardah Want Sunscreen,Wardah,Sunscreen,Dry,Niacinamide,4.3,41.05
P4960,Avoskin Son Cleanser,Avoskin,Cleanser,Oily,Ceramide,4.3,84.94
P4961,Cetaphil Yard Serum,Cetaphil,Serum,Oily,Green Tea,1.1,20.33
P4962,The Ordinary During Toner,The Ordinary,Toner,Dry,Retinol,1.8,48.8
P4963,Cetaphil Opportunity Sunscreen,Cetaphil,Sunscreen,Oily,Retinol,2.4,78.58
P4964,Cetaphil Win Serum,Cetaphil,Serum,Oily,Peptides,5.0,75.75
P4965,The Ordinary Onto Sunscreen,The Ordinary,Sunscreen,Oily,Hyaluronic Acid,2.9,57.66
P4966,Skintific Their Essence,Skintific,Essence,Normal,Vitamin C,3.8,83.1
P4967,Emina Free Toner,Emina,Toner,Normal,Niacinamide,4.6,54.42
P4968,Cetaphil Another Toner,Cetaphil,Toner,Combination,Salicylic Acid,3.1,17.03
P4969,Skintific Glass Serum,Skintific,Serum,Normal,Ceramide,4.8,41.92
P4970,Wardah Some Cleanser,Wardah,Cleanser,Oily,Ceramide,2.2,23.72
P4971,Avoskin Million Cleanser,Avoskin,Cleanser,Oily,Green Tea,3.5,55.55
P4972,Cetaphil Too Mask,Cetaphil,Mask,Normal,Hyaluronic Acid,2.8,31.81
P4973,Emina Whether Cleanser,Emina,Cleanser,Oily,Centella Asiatica,1.2,9.19
P4974,Cetaphil Thank Essence,Cetaphil,Essence,Sensitive,Ceramide,4.9,33.78
P4975,Avoskin Mention Serum,Avoskin,Serum,Oily,Green Tea,3.5,52.055
P4976,Skintific Even Mask,Skintific,Mask,Combination,Ceramide,2.3,70.53
P4977,COSRX Continue Essence,COSRX,Essence,Combination,Green Tea,3.0,92.74
P4978,Avoskin Clearly Cleanser,Avoskin,Cleanser,Combination,Vitamin C,1.4,52.055
P4979,COSRX Look Cleanser,COSRX,Cleanser,Dry,Retinol,3.3,67.11
P4980,Innisfree Certain Cleanser,Innisfree,Cleanser,Normal,Niacinamide,4.2,69.88
P4981,Skintific Today Serum,Skintific,Serum,Dry,Peptides,4.3,25.59
P4982,Skintific Try Essence,Skintific,Essence,Sensitive,Vitamin C,2.0,24.47
P4983,Skintific Sort Essence,Skintific,Essence,Sensitive,Salicylic Acid,3.3,86.23
P4984,Laneige Appear Cleanser,Laneige,Cleanser,Combination,AHA BHA,3.7,93.98
P4985,Skintific Enough Serum,Skintific,Serum,Dry,Hyaluronic Acid,4.8,93.39
P4986,The Ordinary Soldier Moisturizer,The Ordinary,Moisturizer,Normal,Ceramide,3.3,15.12
P4987,COSRX Everyone Moisturizer,COSRX,Moisturizer,Normal,Ceramide,4.9,55.52
P4988,Emina Power Cleanser,Emina,Cleanser,Sensitive,Vitamin C,2.4,92.43
P4989,Cetaphil Between Essence,Cetaphil,Essence,Combination,Peptides,1.3,52.61
P4990,Avoskin Happen Essence,Avoskin,Essence,Oily,Vitamin C,2.0,32.78
P4991,The Ordinary Use Cleanser,The Ordinary,Cleanser,Dry,AHA BHA,3.0,52.055
P4992,Skintific Billion Cleanser,Skintific,Cleanser,Sensitive,AHA BHA,2.1,96.05
P4993,Avoskin Design Moisturizer,Avoskin,Moisturizer,Oily,Salicylic Acid,3.0,67.13
P4994,Innisfree Side Sunscreen,Innisfree,Sunscreen,Sensitive,Centella Asiatica,4.7,24.62
P4995,COSRX Degree Essence,COSRX,Essence,Combination,Niacinamide,2.1,41.16
P4996,Innisfree President Mask,Innisfree,Mask,Sensitive,Vitamin C,4.0,52.28
P4997,Cetaphil Party Moisturizer,Cetaphil,Moisturizer,Oily,Green Tea,4.3,43.97
P4998,Skintific Third Moisturizer,Skintific,Moisturizer,Normal,AHA BHA,4.4,91.42
P4999,Avoskin Third Mask,Avoskin,Mask,Sensitive,AHA BHA,4.0,76.07
P5000,Innisfree Reflect Cleanser,Innisfree,Cleanser,Normal,AHA BHA,2.3,52.055
P5001,Skintific Tax Moisturizer,Skintific,Moisturizer,Oily,Retinol,1.3,51.5
P5002,Emina Democratic Cleanser,Emina,Cleanser,Normal,Hyaluronic Acid,3.0,52.055
P5003,Wardah Range Toner,Wardah,Toner,Combination,Hyaluronic Acid,1.7,31.16
P5004,Somethinc Manager Cleanser,Somethinc,Cleanser,Combination,Retinol,3.0,71.05
P5005,COSRX Tend Essence,COSRX,Essence,Combination,AHA BHA,1.6,29.01
P5006,Innisfree Huge Mask,Innisfree,Mask,Dry,Peptides,4.2,54.27
P5007,Wardah Per Moisturizer,Wardah,Moisturizer,Combination,Vitamin C,4.4,7.81
P5008,The Ordinary Both Cleanser,The Ordinary,Cleanser,Sensitive,Niacinamide,3.5,44.76
P5009,Innisfree Official Cleanser,Innisfree,Cleanser,Dry,Hyaluronic Acid,1.9,78.79
P5010,The Ordinary Democrat Serum,The Ordinary,Serum,Normal,Niacinamide,2.4,61.92
P5011,Somethinc Debate Serum,Somethinc,Serum,Oily,Peptides,1.0,90.52
P5012,COSRX Door Moisturizer,COSRX,Moisturizer,Sensitive,Salicylic Acid,4.7,56.16
P5013,Skintific Talk Mask,Skintific,Mask,Sensitive,Ceramide,3.3,45.62
P5014,The Ordinary Early Cleanser,The Ordinary,Cleanser,Combination,Salicylic Acid,3.0,40.06
P5015,The Ordinary Station Moisturizer,The Ordinary,Moisturizer,Normal,Vitamin C,4.1,15.39
P5016,Wardah Exactly Mask,Wardah,Mask,Dry,Peptides,2.0,21.42
P5017,Cetaphil Politics Toner,Cetaphil,Toner,Normal,Ceramide,3.0,84.96
P5018,Somethinc High Sunscreen,Somethinc,Sunscreen,Oily,Centella Asiatica,4.2,80.51
P5019,Skintific Voice Moisturizer,Skintific,Moisturizer,Dry,Green Tea,2.6,48.12
P5020,Emina With Moisturizer,Emina,Moisturizer,Normal,Salicylic Acid,2.3,37.53
P5021,COSRX Example Serum,COSRX,Serum,Oily,Hyaluronic Acid,3.0,52.89
P5022,Cetaphil World Sunscreen,Cetaphil,Sunscreen,Combination,Peptides,4.5,75.35
P5023,Wardah Best Mask,Wardah,Mask,Normal,Centella Asiatica,1.3,99.94
P5024,Innisfree Seem Essence,Innisfree,Essence,Normal,Vitamin C,4.6,42.23
P5025,Somethinc Dream Cleanser,Somethinc,Cleanser,Combination,Peptides,1.3,98.23
P5026,Avoskin Heavy Toner,Avoskin,Toner,Oily,Vitamin C,2.2,90.06
P5027,Emina Over Cleanser,Emina,Cleanser,Combination,Vitamin C,1.6,86.18
P5028,Emina Million Cleanser,Emina,Cleanser,Combination,Green Tea,3.7,96.59
P5029,Wardah Upon Moisturizer,Wardah,Moisturizer,Sensitive,AHA BHA,4.2,51.91
P5030,Somethinc Citizen Essence,Somethinc,Essence,Combination,Peptides,3.3,20.07
P5031,Avoskin Hope Cleanser,Avoskin,Cleanser,Oily,Green Tea,3.0,39.72
P5032,Innisfree Current Mask,Innisfree,Mask,Normal,Green Tea,1.9,52.16
P5033,Emina Various Essence,Emina,Essence,Sensitive,Salicylic Acid,1.8,35.36
P5034,Emina Analysis Serum,Emina,Serum,Dry,Peptides,1.7,46.62
P5035,Skintific Season Mask,Skintific,Mask,Normal,Green Tea,3.1,20.61
P5036,COSRX Machine Cleanser,COSRX,Cleanser,Oily,Vitamin C,1.0,42.97
P5037,Wardah Black Mask,Wardah,Mask,Normal,Niacinamide,3.3,99.13
P5038,Cetaphil Daughter Essence,Cetaphil,Essence,Oily,Retinol,2.9,61.71
P5039,Wardah Full Mask,Wardah,Mask,Oily,Niacinamide,4.7,66.04
P5040,The Ordinary Rather Essence,The Ordinary,Essence,Combination,Niacinamide,1.4,91.22
P5041,Skintific Election Essence,Skintific,Essence,Sensitive,Vitamin C,1.1,57.98
P5042,Skintific Represent Mask,Skintific,Mask,Dry,Niacinamide,1.0,26.78
P5043,Wardah Move Essence,Wardah,Essence,Normal,AHA BHA,3.6,59.27
P5044,The Ordinary Discuss Cleanser,The Ordinary,Cleanser,Normal,Niacinamide,3.8,83.86
P5045,Skintific True Essence,Skintific,Essence,Combination,Vitamin C,4.8,27.97
P5046,Innisfree Forget Moisturizer,Innisfree,Moisturizer,Normal,Peptides,1.0,44.8
P5047,Emina Money Sunscreen,Emina,Sunscreen,Sensitive,Ceramide,3.1,43.98
P5048,Laneige Property Serum,Laneige,Serum,Oily,Vitamin C,1.8,35.19
P5049,Wardah Expert Sunscreen,Wardah,Sunscreen,Normal,Vitamin C,1.6,91.49
P5050,Somethinc Explain Mask,Somethinc,Mask,Dry,Centella Asiatica,1.4,66.43
P5051,Innisfree Wear Moisturizer,Innisfree,Moisturizer,Combination,Vitamin C,2.2,86.15
P5052,Wardah Choose Mask,Wardah,Mask,Dry,Ceramide,5.0,60.37
P5053,Skintific Some Moisturizer,Skintific,Moisturizer,Normal,Vitamin C,1.8,69.66
P5054,The Ordinary Song Cleanser,The Ordinary,Cleanser,Combination,Hyaluronic Acid,5.0,95.45
P5055,Skintific Thus Toner,Skintific,Toner,Sensitive,Centella Asiatica,2.0,26.82
P5056,Somethinc Play Essence,Somethinc,Essence,Dry,Centella Asiatica,2.6,44.75
P5057,Somethinc Which Sunscreen,Somethinc,Sunscreen,Normal,Green Tea,2.5,78.43
P5058,Avoskin Community Serum,Avoskin,Serum,Oily,AHA BHA,2.7,56.18
P5059,Emina Western Toner,Emina,Toner,Dry,Vitamin C,3.0,88.33
P5060,Wardah Professional Cleanser,Wardah,Cleanser,Dry,AHA BHA,1.5,68.71
P5061,Skintific Receive Serum,Skintific,Serum,Normal,Green Tea,3.7,47.61
P5062,The Ordinary Start Sunscreen,The Ordinary,Sunscreen,Dry,Retinol,4.6,68.27
P5063,Wardah Put Sunscreen,Wardah,Sunscreen,Sensitive,Vitamin C,4.3,31.77
P5064,Innisfree Project Mask,Innisfree,Mask,Normal,Retinol,4.5,60.27
P5065,Somethinc Into Cleanser,Somethinc,Cleanser,Dry,Vitamin C,4.6,78.74
P5066,The Ordinary After Mask,The Ordinary,Mask,Sensitive,Centella Asiatica,2.7,52.91
P5067,Innisfree Whether Moisturizer,Innisfree,Moisturizer,Sensitive,Green Tea,4.3,26.11
P5068,Innisfree Kind Mask,Innisfree,Mask,Dry,Centella Asiatica,3.4,86.79
P5069,COSRX Better Toner,COSRX,Toner,Sensitive,Centella Asiatica,3.9,22.57
P5070,Somethinc Around Serum,Somethinc,Serum,Oily,Vitamin C,3.9,71.21
P5071,Laneige Show Mask,Laneige,Mask,Normal,Salicylic Acid,4.5,89.65
P5072,Laneige Soon Serum,Laneige,Serum,Sensitive,Hyaluronic Acid,3.0,97.93
P5073,Innisfree Respond Toner,Innisfree,Toner,Combination,Vitamin C,3.4,34.12
P5074,Innisfree Read Mask,Innisfree,Mask,Dry,Hyaluronic Acid,4.1,63.43
P5075,Emina Relate Toner,Emina,Toner,Dry,Green Tea,3.0,47.22
P5076,Innisfree Article Toner,Innisfree,Toner,Combination,Ceramide,4.1,63.28
P5077,Avoskin Item Essence,Avoskin,Essence,Combination,Centella Asiatica,1.0,59.79
P5078,The Ordinary South Sunscreen,The Ordinary,Sunscreen,Normal,Green Tea,1.9,92.97
P5079,Skintific Challenge Toner,Skintific,Toner,Oily,AHA BHA,3.7,25.33
P5080,Innisfree Fill Essence,Innisfree,Essence,Dry,Salicylic Acid,4.8,87.56
P5081,Laneige Magazine Serum,Laneige,Serum,Sensitive,Hyaluronic Acid,3.0,64.33
P5082,Emina Break Toner,Emina,Toner,Normal,Centella Asiatica,4.3,33.31
P5083,Laneige Field Sunscreen,Laneige,Sunscreen,Oily,Hyaluronic Acid,1.4,28.41
P5084,Cetaphil Brother Serum,Cetaphil,Serum,Sensitive,Vitamin C,2.7,49.98
P5085,The Ordinary Style Mask,The Ordinary,Mask,Dry,Centella Asiatica,1.9,72.67
P5086,The Ordinary Cell Mask,The Ordinary,Mask,Combination,Ceramide,4.1,83.24
P5087,Somethinc Commercial Essence,Somethinc,Essence,Combination,Vitamin C,2.0,5.26
P5088,Cetaphil Unit Mask,Cetaphil,Mask,Sensitive,Peptides,3.9,7.68
P5089,Innisfree Protect Toner,Innisfree,Toner,Normal,Salicylic Acid,2.9,58.66
P5090,The Ordinary Person Cleanser,The Ordinary,Cleanser,Sensitive,Salicylic Acid,3.2,82.02
P5091,COSRX Serious Serum,COSRX,Serum,Normal,Centella Asiatica,2.7,72.11
P5092,Skintific Eight Toner,Skintific,Toner,Oily,Peptides,1.4,52.055
P5093,Cetaphil Page Moisturizer,Cetaphil,Moisturizer,Dry,AHA BHA,3.2,68.21
P5094,Emina Us Sunscreen,Emina,Sunscreen,Sensitive,Salicylic Acid,1.0,11.6
P5095,Innisfree Everything Essence,Innisfree,Essence,Combination,Retinol,2.1,22.15
P5096,Avoskin Very Serum,Avoskin,Serum,Sensitive,Green Tea,2.9,68.05
P5097,Somethinc Include Mask,Somethinc,Mask,Dry,Peptides,3.0,55.52
P5098,Innisfree Bag Sunscreen,Innisfree,Sunscreen,Normal,AHA BHA,2.7,24.94
P5099,Innisfree Other Cleanser,Innisfree,Cleanser,Normal,Peptides,1.1,99.85
P5100,The Ordinary Camera Moisturizer,The Ordinary,Moisturizer,Dry,Ceramide,3.1,66.82
P5101,The Ordinary Join Toner,The Ordinary,Toner,Oily,Green Tea,1.8,68.0
P5102,Cetaphil Than Cleanser,Cetaphil,Cleanser,Sensitive,Peptides,4.4,79.2
P5103,The Ordinary Happen Moisturizer,The Ordinary,Moisturizer,Oily,Peptides,3.0,29.42
P5104,Avoskin Rich Moisturizer,Avoskin,Moisturizer,Combination,Vitamin C,3.0,97.68
P5105,Skintific Beat Toner,Skintific,Toner,Normal,AHA BHA,3.3,52.08
P5106,Innisfree Movie Cleanser,Innisfree,Cleanser,Normal,Retinol,3.5,54.87
P5107,Cetaphil Want Sunscreen,Cetaphil,Sunscreen,Dry,Hyaluronic Acid,1.6,59.84
P5108,Wardah Career Toner,Wardah,Toner,Combination,Vitamin C,2.9,25.34
P5109,Skintific Foot Serum,Skintific,Serum,Oily,Retinol,3.0,11.98
P5110,Skintific Space Cleanser,Skintific,Cleanser,Normal,Centella Asiatica,3.3,48.4
P5111,Wardah Building Serum,Wardah,Serum,Oily,Green Tea,1.9,65.09
P5112,The Ordinary Almost Sunscreen,The Ordinary,Sunscreen,Sensitive,Ceramide,4.6,25.94
P5113,Wardah Hundred Essence,Wardah,Essence,Normal,Retinol,5.0,63.33
P5114,Wardah Difference Cleanser,Wardah,Cleanser,Oily,Hyaluronic Acid,4.3,22.97
P5115,Laneige He Serum,Laneige,Serum,Normal,Salicylic Acid,3.8,58.39
P5116,Cetaphil Performance Essence,Cetaphil,Essence,Normal,Vitamin C,2.3,20.94
P5117,Innisfree Writer Moisturizer,Innisfree,Moisturizer,Sensitive,Vitamin C,3.0,80.65
P5118,Laneige Senior Sunscreen,Laneige,Sunscreen,Normal,Retinol,4.1,81.72
P5119,Avoskin Everyone Sunscreen,Avoskin,Sunscreen,Sensitive,AHA BHA,1.9,15.81
P5120,Innisfree Late Toner,Innisfree,Toner,Normal,Green Tea,2.6,72.8
P5121,Skintific Suffer Mask,Skintific,Mask,Dry,Peptides,4.5,17.06
P5122,Somethinc Finally Essence,Somethinc,Essence,Oily,Peptides,4.4,29.16
P5123,Skintific Throw Essence,Skintific,Essence,Combination,Vitamin C,3.0,16.3
P5124,Emina Recent Mask,Emina,Mask,Normal,Vitamin C,1.1,12.74
P5125,Skintific Rise Sunscreen,Skintific,Sunscreen,Sensitive,Salicylic Acid,4.1,81.63
P5126,Cetaphil Apply Sunscreen,Cetaphil,Sunscreen,Oily,Vitamin C,4.1,75.61
P5127,Wardah Probably Cleanser,Wardah,Cleanser,Oily,Peptides,4.9,17.79
P5128,Innisfree Generation Sunscreen,Innisfree,Sunscreen,Combination,Niacinamide,4.8,70.67
P5129,Emina Check Sunscreen,Emina,Sunscreen,Combination,Ceramide,2.1,14.75
P5130,Wardah Scene Essence,Wardah,Essence,Oily,AHA BHA,2.4,41.68
P5131,Skintific Order Sunscreen,Skintific,Sunscreen,Normal,Niacinamide,2.3,32.28
P5132,Somethinc Fear Toner,Somethinc,Toner,Oily,Retinol,1.1,6.67
P5133,COSRX Traditional Mask,COSRX,Mask,Normal,AHA BHA,2.3,12.5
P5134,Somethinc Cause Moisturizer,Somethinc,Moisturizer,Sensitive,Hyaluronic Acid,1.6,52.055
P5135,Wardah Story Mask,Wardah,Mask,Combination,Vitamin C,1.9,8.33
P5136,The Ordinary With Sunscreen,The Ordinary,Sunscreen,Normal,Peptides,2.3,91.3
P5137,Avoskin Pull Essence,Avoskin,Essence,Sensitive,Vitamin C,3.6,23.14
P5138,Avoskin Whom Mask,Avoskin,Mask,Oily,Vitamin C,4.4,59.86
P5139,Skintific Event Sunscreen,Skintific,Sunscreen,Dry,Hyaluronic Acid,2.3,12.99
P5140,Wardah Teach Serum,Wardah,Serum,Sensitive,Peptides,4.6,45.48
P5141,Innisfree Vote Moisturizer,Innisfree,Moisturizer,Normal,Salicylic Acid,3.0,38.52
P5142,Skintific Decade Cleanser,Skintific,Cleanser,Combination,AHA BHA,2.4,53.1
P5143,Emina Agreement Sunscreen,Emina,Sunscreen,Dry,Salicylic Acid,3.0,16.66
P5144,Somethinc Become Sunscreen,Somethinc,Sunscreen,Normal,Vitamin C,1.6,81.26
P5145,Avoskin Throw Moisturizer,Avoskin,Moisturizer,Normal,Retinol,4.7,68.47
P5146,Cetaphil Company Serum,Cetaphil,Serum,Sensitive,Vitamin C,4.9,65.26
P5147,Emina Part Moisturizer,Emina,Moisturizer,Sensitive,Vitamin C,4.7,25.22
P5148,Emina Represent Mask,Emina,Mask,Oily,Ceramide,2.0,23.46
P5149,Cetaphil Appear Mask,Cetaphil,Mask,Dry,Peptides,4.9,60.46
P5150,Cetaphil Each Essence,Cetaphil,Essence,Combination,AHA BHA,2.3,83.35
P5151,COSRX Away Essence,COSRX,Essence,Dry,Peptides,2.4,91.97
P5152,Emina Leave Toner,Emina,Toner,Oily,Salicylic Acid,1.6,94.3
P5153,The Ordinary Stock Cleanser,The Ordinary,Cleanser,Normal,Centella Asiatica,4.2,53.44
P5154,Emina Check Toner,Emina,Toner,Combination,Retinol,2.7,42.38
P5155,Laneige So Sunscreen,Laneige,Sunscreen,Normal,Peptides,2.3,68.04
P5156,Innisfree Cause Cleanser,Innisfree,Cleanser,Sensitive,Vitamin C,2.8,93.05
P5157,Laneige Bill Cleanser,Laneige,Cleanser,Normal,Centella Asiatica,4.5,91.25
P5158,Somethinc Either Cleanser,Somethinc,Cleanser,Dry,Niacinamide,1.2,54.93
P5159,Emina I Essence,Emina,Essence,Oily,Salicylic Acid,5.0,90.42
P5160,Somethinc Apply Mask,Somethinc,Mask,Sensitive,Hyaluronic Acid,1.9,84.39
P5161,Laneige Turn Mask,Laneige,Mask,Oily,Peptides,1.3,60.08
P5162,Somethinc Mrs Cleanser,Somethinc,Cleanser,Oily,Peptides,1.4,18.29
P5163,The Ordinary Early Essence,The Ordinary,Essence,Oily,Centella Asiatica,4.0,55.12
P5164,Wardah Stock Sunscreen,Wardah,Sunscreen,Combination,Green Tea,1.3,63.07
P5165,Cetaphil Girl Essence,Cetaphil,Essence,Dry,Hyaluronic Acid,4.1,71.04
P5166,Emina Special Essence,Emina,Essence,Dry,Peptides,1.0,49.96
P5167,Skintific Create Cleanser,Skintific,Cleanser,Sensitive,Hyaluronic Acid,1.9,82.4
P5168,Laneige Concern Sunscreen,Laneige,Sunscreen,Dry,Retinol,3.7,74.91
P5169,Somethinc Seem Moisturizer,Somethinc,Moisturizer,Dry,Peptides,3.7,12.32
P5170,Innisfree Brother Essence,Innisfree,Essence,Oily,Green Tea,3.4,64.37
P5171,Skintific I Toner,Skintific,Toner,Normal,Salicylic Acid,1.0,28.49
P5172,Laneige View Moisturizer,Laneige,Moisturizer,Sensitive,Hyaluronic Acid,3.2,40.46
P5173,The Ordinary Each Moisturizer,The Ordinary,Moisturizer,Oily,Vitamin C,1.4,25.79
P5174,Avoskin First Toner,Avoskin,Toner,Combination,AHA BHA,4.0,14.05
P5175,COSRX Evening Sunscreen,COSRX,Sunscreen,Dry,Peptides,4.9,31.87
P5176,Somethinc Himself Mask,Somethinc,Mask,Combination,Vitamin C,2.2,14.33
P5177,Cetaphil Along Serum,Cetaphil,Serum,Oily,Salicylic Acid,4.1,28.34
P5178,Cetaphil Heavy Mask,Cetaphil,Mask,Dry,Vitamin C,3.2,86.0
P5179,Cetaphil Successful Sunscreen,Cetaphil,Sunscreen,Oily,Niacinamide,2.4,70.29
P5180,Laneige Old Sunscreen,Laneige,Sunscreen,Normal,Retinol,4.3,67.28
P5181,COSRX Above Essence,COSRX,Essence,Normal,Retinol,4.7,31.35
P5182,COSRX Who Toner,COSRX,Toner,Combination,Ceramide,3.8,52.055
P5183,Emina Why Cleanser,Emina,Cleanser,Dry,AHA BHA,2.6,91.02
P5184,Innisfree Environment Essence,Innisfree,Essence,Dry,AHA BHA,3.0,95.46
P5185,Innisfree Plant Mask,Innisfree,Mask,Normal,Ceramide,3.3,77.35
P5186,Avoskin Note Cleanser,Avoskin,Cleanser,Combination,Retinol,4.0,28.14
P5187,Cetaphil Foreign Sunscreen,Cetaphil,Sunscreen,Combination,Niacinamide,3.2,84.31
P5188,COSRX Capital Toner,COSRX,Toner,Normal,Retinol,1.8,28.94
P5189,COSRX Center Mask,COSRX,Mask,Oily,Vitamin C,4.9,55.52
P5190,Wardah Parent Serum,Wardah,Serum,Dry,Salicylic Acid,2.2,71.07
P5191,Cetaphil Program Essence,Cetaphil,Essence,Dry,Peptides,1.5,43.08
P5192,Somethinc East Sunscreen,Somethinc,Sunscreen,Normal,Vitamin C,2.7,91.75
P5193,Skintific Glass Toner,Skintific,Toner,Sensitive,Salicylic Acid,5.0,39.73
P5194,Innisfree Free Essence,Innisfree,Essence,Normal,AHA BHA,3.8,33.68
P5195,The Ordinary Mr Moisturizer,The Ordinary,Moisturizer,Normal,Centella Asiatica,1.4,52.055
P5196,Wardah Listen Moisturizer,Wardah,Moisturizer,Normal,Hyaluronic Acid,2.4,80.44
P5197,The Ordinary Market Moisturizer,The Ordinary,Moisturizer,Dry,Centella Asiatica,2.6,90.11
P5198,The Ordinary In Toner,The Ordinary,Toner,Sensitive,Vitamin C,3.0,37.19
P5199,Avoskin Event Toner,Avoskin,Toner,Combination,Hyaluronic Acid,2.9,12.42
P5200,Wardah Itself Serum,Wardah,Serum,Combination,Hyaluronic Acid,2.8,63.55
P5201,Avoskin Fear Serum,Avoskin,Serum,Normal,Vitamin C,4.4,47.06
P5202,The Ordinary Another Serum,The Ordinary,Serum,Sensitive,Green Tea,2.9,16.28
P5203,Avoskin Similar Toner,Avoskin,Toner,Oily,Green Tea,2.5,12.37
P5204,Emina Great Cleanser,Emina,Cleanser,Dry,Hyaluronic Acid,3.0,30.55
P5205,Somethinc Human Cleanser,Somethinc,Cleanser,Dry,Peptides,2.0,37.37
P5206,Somethinc Enter Essence,Somethinc,Essence,Oily,Vitamin C,2.8,32.15
P5207,Somethinc Mind Moisturizer,Somethinc,Moisturizer,Sensitive,Green Tea,1.4,67.77
P5208,COSRX Similar Toner,COSRX,Toner,Sensitive,Salicylic Acid,4.6,52.055
P5209,Wardah Establish Essence,Wardah,Essence,Sensitive,Salicylic Acid,1.0,66.38
P5210,Laneige Ever Toner,Laneige,Toner,Normal,AHA BHA,1.7,56.59
P5211,Somethinc Arrive Cleanser,Somethinc,Cleanser,Normal,Ceramide,3.0,87.11
P5212,Somethinc Old Cleanser,Somethinc,Cleanser,Combination,Green Tea,3.5,52.055
P5213,The Ordinary Live Serum,The Ordinary,Serum,Dry,Retinol,3.0,76.05
P5214,Skintific Just Sunscreen,Skintific,Sunscreen,Normal,Hyaluronic Acid,3.3,50.14
P5215,Avoskin Face Essence,Avoskin,Essence,Oily,Niacinamide,4.3,55.75
P5216,Emina Front Serum,Emina,Serum,Oily,Vitamin C,4.3,72.71
P5217,The Ordinary Religious Toner,The Ordinary,Toner,Normal,Retinol,2.9,59.59
